Store Name,Address,City,State/Province,Zip/Postal Code,Phone Number,Latitude,Longitude
Tim Hortons - Devonshire Mall,"Devonshire Mall,3100 Howard Ave",Windsor,ON,"N8X 3Y8,(519) 250-7752",(519) 250-7752,42.27309,-83.00431
Tim Hortons - St. Clair College,"St. Clair College,2000 Talbot Rd W",Windsor,ON,"N9A 6S4,(519) 972-2738",(519) 972-2738,42.24206,-83.01418
Tim Hortons - St. Clair College,"St. Clair College,2000 Talbot St W",Windsor,ON,"N9A 6S4,(519) 966-1656",(519) 966-1656,42.24206,-83.01418
Tim Hortons - Tecumseh Mall,"Tecumseh Mall,7654 Tecumseh Rd E",Windsor,ON,"N8T 1E9,(519) 988-0944",(519) 988-0944,42.31366,-82.9349
Tim Hortons - University of Windsor,"University of Windsor,401 Sunset Ave",Windsor,ON,"N9B 3P4,(519) 253-4232",(519) 253-4232,42.30673,-83.06591
Tim Hortons - University of Windsor,"University of Windsor,401 Sunset Ave.",Windsor,ON,"N9B 3P4,(519) 253-3000",(519) 253-3000,42.30673,-83.06591
Tim Hortons - Windsor Regional Hospital,"Windsor Regional Hospital,1995 Lens Ave",Windsor,ON,"N8W 1L9,(519) 254-5577",(519) 254-5577,42.30106,-82.99637
Tim Hortons - Windsor Regional Hospital,"Windsor Regional Hospital,1995 Lens Ave",Windsor,ON,"N8W 1L9,(519) 254-5577",(519) 254-5577,42.30106,-82.99637
Tim Hortons - 33 Josephine St (DT),33 Josephine St,Wingham,ON,"N0G 2W4,(519) 357-9990",(519) 357-9990,43.88035,-81.31768
Tim Hortons - 100 Whitmore Rd (DT),100 Whitmore Rd,Woodbridge,ON,"L4L 7K4,(905) 850-1477",(905) 850-1477,43.78474,-79.55547
Tim Hortons - 25 Woodstream Blvd (DT),25 Woodstream Blvd,Woodbridge,ON,"L4L 7Y8,(905) 265-7843",(905) 265-7843,43.7743,-79.60431
Tim Hortons - 3764 Hwy 7 W,3764 Hwy 7 W,Woodbridge,ON,"L4L 1A6,(905) 850-4038",(905) 850-4038,43.7893,-79.54797
Tim Hortons - 4515 Hwy 7 (DT),4515 Hwy 7,Woodbridge,ON,"L4L 1S6,(905) 851-8904",(905) 851-8904,43.78404,-79.57362
Tim Hortons - 9600 Islington Ave (DT),9600 Islington Ave,Woodbridge,ON,"L4H 2T1,(905) 893-1810",(905) 893-1810,43.82481,-79.60857
Tim Hortons - 14 Mill St (DT),14 Mill St,Woodstock,ON,"N4S 2V4,(519) 421-7506",(519) 421-7506,43.12836,-80.76534
Tim Hortons - 20 Huron St,20 Huron St,Woodstock,ON,"N4S 6Z2,(519) 537-7811",(519) 537-7811,43.13224,-80.74733
Tim Hortons - 228 Dundas St,228 Dundas St,Woodstock,ON,"N4S 1A7,(519) 421-3773",(519) 421-3773,43.12851,-80.76791
Tim Hortons - 566 Norwich Ave (DT),566 Norwich Ave,Woodstock,ON,"N4V 1C6,(519) 539-0079",(519) 539-0079,43.11334,-80.73698
Tim Hortons - 857 Devonshire Rd (DT),857 Devonshire Rd,Woodstock,ON,"N4S 8Z4,(519) 536-7605",(519) 536-7605,43.14467,-80.7432
Tim Hortons - 942 Dundas St (DT),942 Dundas St,Woodstock,ON,"N4S 1H3,(519) 539-5371",(519) 539-5371,43.13352,-80.73298
Tim Hortons - Woodstock Travel Plaza,"Woodstock Travel Plaza,164-680 Hwy 401 Eastbound",Woodstock,ON,"N4S 7W8,(519) 423-6341",(519) 423-6341,43.06723,-80.79818
Tim Hortons - 2 - 2700 Dufferin St,2 - 2700 Dufferin St,York,ON,"M6B 4J3,(416) 256-4813",(416) 256-4813,43.70146,-79.45191
Tim Hortons - Jane Park Plaza (DT),"Jane Park Plaza,895 Jane St",York,ON,"M6N 4C4,(416) 769-1819",(416) 769-1819,43.67707,-79.49605
Tim Hortons - 11 Robinson LanePembroke (DT),11 Robinson LanePembroke,,ON,K8A OA5,,45.81617,-77.07632
Tim Hortons - 150 Main Street,150 Main Street,Bradford,PA,"16701,(814) 363-9901",(814) 363-9901,41.95583,-78.64582
Tim Hortons - 1520 W. 26th Street,1520 W. 26th Street,Erie,PA,"16508,(814) 455-9000",(814) 455-9000,42.10136,-80.10263
Tim Hortons - 1702 East 38th Street,1702 East 38th Street,Erie,PA,"16510,(814) 455-7482",(814) 455-7482,42.11624,-80.02897
Tim Hortons - 209 E. 12th Street (DT),209 E. 12th Street,Erie,PA,"16503,(814) 874-3000",(814) 874-3000,42.12494,-80.07732
Tim Hortons - 2565 West 12th St (DT),2565 West 12th St,Erie,PA,"16505,(814) 835-4955",(814) 835-4955,42.10264,-80.13786
Tim Hortons - 2745 West 26th St (DT),2745 West 26th St,Erie,PA,"16506,(814) 464-9166",(814) 464-9166,42.08943,-80.13408
Tim Hortons - 4231 Peach St (DT),4231 Peach St,Erie,PA,"16509,(814) 866-6125",(814) 866-6125,42.0913,-80.08479
Tim Hortons - 6980 Peach St (DT),6980 Peach St,Erie,PA,"16509,(814) 868-8454",(814) 868-8454,42.05624,-80.08909
Tim Hortons - 3014 Elmira Street,3014 Elmira Street,Sayre,PA,"18810,(570) 882-9188",(570) 882-9188,41.99227,-76.54767
Tim Hortons - 16447 Conneaut Lake Road (DT),16447 Conneaut Lake Road,Vernon Township,PA,"16335,(814) 333-2648",(814) 333-2648,41.62193,-80.20686
Tim Hortons - Cranberry Village,"Cranberry Village,Hwy 6",Cavendish,PE,"C1A 1N0,NA",NA,46.48412,-63.40682
Tim Hortons - 125 Kent St,125 Kent St,Charlottetown,PE,"C1A 1N3,(902) 892-3322",(902) 892-3322,46.23573,-63.12837
Tim Hortons - 147 St. Peters Rd (DT),147 St. Peters Rd,Charlottetown,PE,"C1A 5P6,(902) 892-2711",(902) 892-2711,46.25901,-63.11921
Tim Hortons - 20 Mount Edward Rd (DT),20 Mount Edward Rd,Charlottetown,PE,"C1A 5R8,(902) 892-3222",(902) 892-3222,46.24594,-63.12355
Tim Hortons - 385 Grafton St E (DT),385 Grafton St E,Charlottetown,PE,"C1A 1M1,(902) 892-0078",(902) 892-0078,46.2415,-63.11637
Tim Hortons - 435 University Ave (DT),435 University Ave,Charlottetown,PE,"C1A 4N7,(902) 892-8925",(902) 892-8925,46.24831,-63.13649
Tim Hortons - 625 North River Rd (DT),625 North River Rd,Charlottetown,PE,"C1E 1J8,(902) 894-5133",(902) 894-5133,46.26335,-63.1575
Tim Hortons - 643 University Ave (DT),643 University Ave,Charlottetown,PE,"C1E 1E5,(902) 626-3100",(902) 626-3100,46.26312,-63.14615
Tim Hortons - Civic Centre,"Civic Centre,46 Kensington Rd",Charlottetown,PE,"C1A 5H7,NA",NA,46.24581,-63.11802
Tim Hortons - 25 Meadow Bank Rd (DT),25 Meadow Bank Rd,Cornwall,PE,"C0A 1H0,(902) 626-3112",(902) 626-3112,46.2259,-63.2191
Tim Hortons - 43 Broadway St (DT),43 Broadway St,Kensington,PE,"C0B 1M0,(902) 836-3434",(902) 836-3434,46.43676,-63.63728
Tim Hortons - 95 Main St N (DT),95 Main St N,Montague,PE,"C0A 1R0,(902) 838-4553",(902) 838-4553,46.1716,-62.65132
Tim Hortons - 1037 O'Leary Road (DT),1037 O'Leary Road,O'Leary,PE,"C0B 1V0,(902) 859-1387",(902) 859-1387,46.7172,-64.16742
Tim Hortons -  (DT),,Port Borden,PE,C0B 1X0,,46.25514,-63.6956
Tim Hortons - Southport Home Centre,"Southport Home Centre,Kinlock Rd",Stratford,PE,"C1A 7J6,(902) 569-7939",(902) 569-7939,46.2102,-63.08858
Tim Hortons - 466 Granville St (DT),466 Granville St,Summerside,PE,"C1N 4K6,(902) 888-2324",(902) 888-2324,46.41099,-63.78236
Tim Hortons - 820 Water St E (DT),820 Water St E,Summerside,PE,"C1N 4J6,(902) 436-2405",(902) 436-2405,46.40174,-63.74703
Tim Hortons - 91 Water St (DT),91 Water St,Summerside,PE,"C1N 1A6,(902) 436-2851",(902) 436-2851,46.39041,-63.78227
Tim Hortons - 537 Malpeque Rd. (DT),537 Malpeque Rd.,Winsloe,PE,"C1E 1Z2,(902) 566-1230",(902) 566-1230,46.293,-63.17623
Tim Hortons - Canadore College,Canadore College,100 College Dr,PO,"Box 5001,North Bay ON P1B 8K9,(705) 472-0181",(705) 472-0181,46.31116,-79.46182
Tim Hortons - Confederation College,Confederation College,1450 Nakina Dr,PO,"Box 398,Thunder Bay ON P7C 4W1,(807) 475-6378",(807) 475-6378,48.40304,-89.27021
Tim Hortons - Edmonton International Airport,Edmonton International Airport,Airport Rd,PO,"Box 9835,Edmonton AB T5J 2T2,(780) 890-4003",(780) 890-4003,53.54337,-113.49563
Tim Hortons - Darlington Generating Station,Darlington Generating Station,Holt Rd S,PO,"Box 4000,Darlington (Bowmanville) ON L1C 3Z8,(905) 623-6670",(905) 623-6670,43.87995,-78.72039
"Tim Hortons - 775, av. Du Pont Sud (DT)",775  av. Du Pont Sud,Alma,QC,"G8B 2V5,(418) 662-1178",(418) 662-1178,48.53441,-71.64847
Tim Hortons - Carrefour Alma (DT),"Carrefour Alma,655  Avenue Du Pont Nord",Alma,QC,"G8B 7W9,(418) 668-0340",(418) 668-0340,48.55943,-71.63942
"Tim Hortons - 31, rue Principale Nord",31  rue Principale Nord,Amos,QC,"J9T 2K7,(819) 732-0333",(819) 732-0333,48.57248,-78.11598
Tim Hortons - 1225 Autoroute Duplessis (DT),1225 Autoroute Duplessis,Ancienne-Lorette,QC,"G2G 2B4,(418) 877-0989",(418) 877-0989,46.78747,-71.35275
"Tim Hortons - 7150, rue Jarry Est",7150  rue Jarry Est,Anjou,QC,"H1J 1G5,(514) 352-5280",(514) 352-5280,45.60235,-73.57509
"Tim Hortons - 9201, boul. M?tropolitain (DT)",9201  boul. M?tropolitain,Anjou,QC,"H1J 1K2,(514) 352-2714",(514) 352-2714,45.61904,-73.55432
Tim Hortons - Les Halles D'Anjou,"Les Halles D'Anjou,7500  boul. Les Galeries d'Anjou",Anjou,QC,"H1M 3M4,(514) 352-4471",(514) 352-4471,45.59804,-73.5657
"Tim Hortons - 602, boul. des Bois-Francs Sud",602  boul. des Bois-Francs Sud,Arthabaska,QC,"G6P 5X2,(819) 357-2944",(819) 357-2944,46.04846,-71.9334
"Tim Hortons - 5556, Route 112 (DT)",5556  Route 112,Ascot Corner,QC,"J0B 1A0,(819) 347-3137",(819) 347-3137,45.44454,-71.77252
"Tim Hortons - 165, rue Principale",165  rue Principale,Aylmer,QC,"J9H 3M9,(819) 684-3484",(819) 684-3484,45.39536,-75.83837
"Tim Hortons - 4850, avenue Fardel (DT)",4850  avenue Fardel,B?cancour,QC,"G9H 1V6,(819) 233-4422",(819) 233-4422,46.27228,-72.50472
"Tim Hortons - 316, boul. La Salle (DT)",316  boul. La Salle,Baie-Comeau,QC,"G4Z 2W4,(418) 296-3260",(418) 296-3260,49.22064,-68.15371
"Tim Hortons - 665, boul. Lafleche (DT)",665  boul. Lafleche,Baie-Comeau,QC,"G5C 1C4,(418) 589-6500",(418) 589-6500,49.19999,-68.25709
Tim Hortons - Centre R?gional Manicouagan,"Centre R?gional Manicouagan,600 Boul Lafl?che",Baie-Comeau,QC,"G5C 2X8,(418) 589-7789",(418) 589-7789,49.2009,-68.25665
"Tim Hortons - 1006, boul. Mgr de Laval",1006  boul. Mgr de Laval,Baie-St-Paul,QC,"G3Z 2W2,(418) 435-0466",(418) 435-0466,47.44029,-70.5191
"Tim Hortons - 3319, rue Du Carrefour (DT)",3319  rue Du Carrefour,Beauport,QC,"G1C 7E1,(418) 666-7782",(418) 666-7782,46.85856,-71.21744
Tim Hortons - On The Run Convenience Store (DT),"On The Run Convenience Store,625  rue Cl?menceau",Beauport,QC,"G1C 4N6,(418) 666-3228",(418) 666-3228,46.87549,-71.19473
"Tim Hortons - 16, boul. Sir-Wilfrid-Laurier",16  boul. Sir-Wilfrid-Laurier,Beloeil,QC,"J3G 4E8,(450) 446-6882",(450) 446-6882,45.54962,-73.21953
"Tim Hortons - 639, boul. Sir-Wilfrid-Laurier",639  boul. Sir-Wilfrid-Laurier,Beloeil,QC,"J3G 4J1,(450) 464-7378",(450) 464-7378,45.56314,-73.20603
"Tim Hortons - 1041, av. Gilles Villeneuve (DT)",1041  av. Gilles Villeneuve,Berthierville,QC,"J0K 1A0,(450) 836-6111",(450) 836-6111,46.08789,-73.19449
"Tim Hortons - 1135, boul. Cur?-Labelle (DT)",1135  boul. Cur?-Labelle,Blainville,QC,"J7C 2N2,(450) 420-5083",(450) 420-5083,45.6792,-73.88888
"Tim Hortons - 50, boul. De La Seigneurie Ouest (DT)",50  boul. De La Seigneurie Ouest,Blainville,QC,"J7C 5M3,(450) 420-1024",(450) 420-1024,45.66601,-73.87166
"Tim Hortons - 9, boul. De La Seigneurie",9  boul. De La Seigneurie,Blainville,QC,"J7C 4G6,(450) 419-4063",(450) 419-4063,45.66709,-73.87
"Tim Hortons - 2320, boul du Faubourg (DT)",2320  boul du Faubourg,Boisbriand,QC,"J7H 1S3,(450) 434-2186",(450) 434-2186,45.62286,-73.85044
"Tim Hortons - 355, Mont?e Sanche (DT)",355  Mont?e Sanche,Boisbriand,QC,"J7G 2E7,(450) 434-2223",(450) 434-2223,45.62415,-73.84636
"Tim Hortons - 903, boul. Industriel (DT)",903  boul. Industriel,Bois-des-Filion,QC,"J6Z 4T3,(450) 965-1221",(450) 965-1221,45.68038,-73.76887
"Tim Hortons - 1150, rue Volta",1150  rue Volta,Boucherville,QC,"J4B 7A2,(450) 655-2854",(450) 655-2854,45.57032,-73.44794
"Tim Hortons - 511, rue Samuel-De-Champlain (DT)",511  rue Samuel-De-Champlain,Boucherville,QC,"J4B 6B6,(450) 655-7033",(450) 655-7033,45.60014,-73.44561
Tim Hortons - On The Run Convenience Store (DT),"On The Run Convenience Store,1221  rue Nobel",Boucherville,QC,"J4B 8E4,(450) 641-3700",(450) 641-3700,45.56924,-73.44295
"Tim Hortons - 1, rue St-Denis (DT)",1  rue St-Denis,Bromont,QC,"J2L 3G2,(450) 534-0064",(450) 534-0064,45.33241,-72.64681
"Tim Hortons - 1155, boul Rome",1155  boul Rome,Brossard,QC,"J4W 3J1,(450) 671-8686",(450) 671-8686,45.45701,-73.4909
"Tim Hortons - 2141, boul. Lapini?re",2141  boul. Lapini?re,Brossard,QC,"J4W 1L7,(450) 923-0997",(450) 923-0997,45.47342,-73.4702
"Tim Hortons - 5525, av. Auteuil",5525  av. Auteuil,Brossard,QC,"J4Z 1M3,(450) 656-1354",(450) 656-1354,45.47808,-73.44957
"Tim Hortons - 5840, boul. Taschereau (DT)",5840  boul. Taschereau,Brossard,QC,"J4W 1M6,(450) 462-4711",(450) 462-4711,45.47843,-73.46564
"Tim Hortons - 6598, boul. Taschereau (DT)",6598  boul. Taschereau,Brossard,QC,"J4Z 1A7,(450) 466-0731",(450) 466-0731,45.47176,-73.4676
"Tim Hortons - 7305, boulevard Grande-All?e (DT)",7305  boulevard Grande-All?e,Brossard,QC,"J4Z 0E3,(450) 676-9874",(450) 676-9874,45.45814,-73.41821
"Tim Hortons - 9350, boul. Leduc",9350  boul. Leduc,Brossard,QC,"J4Y 0B3,(450) 678-5542",(450) 678-5542,45.44454,-73.43756
Tim Hortons - 400 Rue Strasbourg (DT),400 Rue Strasbourg,Candiac,QC,"J5R 0B4,(450) 659-0836",(450) 659-0836,45.3708,-73.50623
"Tim Hortons - 368, ch. Principale (DT)",368  ch. Principale,Cap-Aux-Meules,QC,"G4T 1C9,(418) 986-5213",(418) 986-5213,47.37683,-61.86703
"Tim Hortons - 17, boul. St-Jean-Baptiste (DT)",17  boul. St-Jean-Baptiste,Ch?teauguay,QC,"J6J 3H5,(450) 692-5052",(450) 692-5052,45.36733,-73.71064
"Tim Hortons - 251-A, boul. D'Anjou",251-A  boul. D'Anjou,Ch?teauguay,QC,"J6J 2R4,(450) 699-2020",(450) 699-2020,45.35936,-73.72335
"Tim Hortons - 262, boul St-Jean-Baptiste (DT)",262  boul St-Jean-Baptiste,Ch?teauguay,QC,"J6K 3C2,(450) 692-1818",(450) 692-1818,45.34604,-73.72353
"Tim Hortons - 3601, boul. Fr?chette (DT)",3601  boul. Fr?chette,Chambly,QC,"J3L 0E6,(450) 658-7526",(450) 658-7526,45.43396,-73.29541
"Tim Hortons - 697, rue Larivi?re",697  rue Larivi?re,Chambly,QC,"J3L 1L4,(450) 658-3330",(450) 658-3330,45.45258,-73.29965
"Tim Hortons - 1050, Ste-Genevi?ve (DT)",1050  Ste-Genevi?ve,Chicoutimi,QC,"G7G 2G6,(418) 549-9220",(418) 549-9220,48.4511,-71.08969
"Tim Hortons - 1401, boul. Talbot",1401  boul. Talbot,Chicoutimi,QC,"G7H 6E1,(418) 698-2798",(418) 698-2798,48.40439,-71.05854
"Tim Hortons - 1494, boul. Talbot (DT)",1494  boul. Talbot,Chicoutimi,QC,"G7H 4C2,(418) 696-3158",(418) 696-3158,48.40267,-71.06004
"Tim Hortons - 1750, boul. St-Paul (DT)",1750  boul. St-Paul,Chicoutimi,QC,"G7J 4N1,(418) 549-7276",(418) 549-7276,48.41858,-71.07686
Tim Hortons - Place Saguenay,"Place Saguenay,1324  boul. Talbot",Chicoutimi,QC,"G7H 4B8,(418) 545-4380",(418) 545-4380,48.40587,-71.05714
"Tim Hortons - 1615, rue Du Sud (DT)",1615  rue Du Sud,Cowansville,QC,"J2K 2Z4,(450) 263-9945",(450) 263-9945,45.19125,-72.7547
"Tim Hortons - 19, Georges-Gagn? (DT)",19  Georges-Gagn?,Delson,QC,"J2B 2C9,(450) 635-7721",(450) 635-7721,45.38323,-73.54809
"Tim Hortons - 245, 8e Avenue (DT)",245  8e Avenue,Dolbeau,QC,"G8L 1Z5,(418) 239-0181",(418) 239-0181,48.88119,-72.23342
"Tim Hortons - 3340, boul. Des Sources (DT)",3340  boul. Des Sources,Dollard-Des-Ormeaux,QC,"H9B 1Z9,(514) 683-9173",(514) 683-9173,45.48319,-73.7961
"Tim Hortons - 3580, boul. St-Jean (DT)",3580  boul. St-Jean,Dollard-des-Ormeaux,QC,"H9G 1W8,(514) 620-0680",(514) 620-0680,45.47059,-73.83236
"Tim Hortons - 4932, boul. Des Sources (DT)",4932  boul. Des Sources,Dollard-des-Ormeaux,QC,"H8Y 3C9,(514) 685-0739",(514) 685-0739,45.50672,-73.81997
"Tim Hortons - 212, Route 138 (DT)",212  Route 138,Donnacona,QC,"G3M 1C2,(418) 285-3012",(418) 285-3012,46.68057,-71.71724
"Tim Hortons - 1300, route Transcanadienne Sud (DT)",1300  route Transcanadienne Sud,Dorval,QC,"H9P 1H7,(514) 421-1061",(514) 421-1061,45.48898,-73.77091
"Tim Hortons - 2380, boul. Hymus (DT)",2380  boul. Hymus,Dorval,QC,"H9P 1J9,(514) 685-6437",(514) 685-6437,45.47673,-73.78902
"Tim Hortons - 475, rue Dumont",475  rue Dumont,Dorval,QC,"H9S 5W2,(514) 636-3603",(514) 636-3603,45.44678,-73.75031
Tim Hortons - 975 Rom?o Vachon Nord,975 Rom?o Vachon Nord,Dorval,QC,"H4Y 1H1,(514) 633-9972",(514) 633-9972,45.4565,-73.74735
"Tim Hortons - Centre Administratif, Bombardier","Centre Administratif  Bombardier,400  C?te-Vertu Ouest",Dorval,QC,"H4S 1Y9,(514) 855-5001",(514) 855-5001,45.47085,-73.7373
Tim Hortons - l'a?roport Pierre ?lliot Trudeau de Montr?al,"l'a?roport Pierre ?lliot Trudeau de Montr?al,975  Rom?o Vachon Nord",Dorval,QC,"H4Y 1H1,(514) 633-9972",(514) 633-9972,45.4565,-73.74735
"Tim Hortons - 1045, rue Hains",1045  rue Hains,Drummondville,QC,"J2C 5L3,(819) 477-5157",(819) 477-5157,45.89784,-72.52431
"Tim Hortons - 1190, boul. Lemire (DT)",1190  boul. Lemire,Drummondville,QC,"J2C 7W6,(819) 479-7777",(819) 479-7777,45.87431,-72.51754
"Tim Hortons - 2050, boulevard St-Joseph",2050  boulevard St-Joseph,Drummondville,QC,"J2B 1R7,(819) 477-9696",(819) 477-9696,45.87621,-72.48496
"Tim Hortons - 2279, boul. Mercure (DT)",2279  boul. Mercure,Drummondville,QC,"J2B 3R8,(819) 471-4884",(819) 471-4884,45.85198,-72.45625
"Tim Hortons - 300, boul. St-Joseph (DT)",300  boul. St-Joseph,Drummondville,QC,"J2C 2A8,(819) 478-5424",(819) 478-5424,45.89594,-72.51901
"Tim Hortons - 100, rue De La Reine",100  rue De La Reine,Gasp?,QC,"G4X 1T2,(418) 368-8989",(418) 368-8989,48.83033,-64.48257
Tim Hortons - 140 Promenade Du Portage,140 Promenade Du Portage,Gatineau,QC,"J8X 4B6,(819) 777-7460",(819) 777-7460,45.42562,-75.71657
"Tim Hortons - 208, boul. St-Raymond (DT)",208  boul. St-Raymond,Gatineau,QC,"J9A 3H6,(819) 778-6481",(819) 778-6481,45.44273,-75.76798
"Tim Hortons - 327, boul. Maloney Est (DT)",327  boul. Maloney Est,Gatineau,QC,"J8P 1E2,(819) 663-8000",(819) 663-8000,45.48332,-75.65818
"Tim Hortons - 378, boul. Gr?ber (DT)",378  boul. Gr?ber,Gatineau,QC,"J8T 5R6,(819) 246-9000",(819) 246-9000,45.48122,-75.70144
"Tim Hortons - 405, chemin Vanier (DT)",405  chemin Vanier,Gatineau,QC,"J9J 3H9,(819) 682-4949",(819) 682-4949,45.41367,-75.80853
"Tim Hortons - 5, av. Du Pont (DT)",5  av. Du Pont,Gatineau,QC,"J8V 1E5,(819) 561-9000",(819) 561-9000,45.48779,-75.74737
"Tim Hortons - 555, boul. De la Carri?re",555  boul. De la Carri?re,Gatineau,QC,"J8Y 4B1,(819) 595-5787",(819) 595-5787,45.44659,-75.72823
"Tim Hortons - 656, boul. St-Joseph",656  boul. St-Joseph,Gatineau,QC,"J8Y 4A8,(819) 776-0074",(819) 776-0074,45.45235,-75.73876
"Tim Hortons - 740, Mont?e Paiement (DT)",740  Mont?e Paiement,Gatineau,QC,"J8R 4A3,(819) 669-9477",(819) 669-9477,45.51112,-75.67799
"Tim Hortons - 894, boul. St-Joseph (DT)",894  boul. St-Joseph,Gatineau,QC,"J8Z 1S9,(819) 776-2552",(819) 776-2552,45.46331,-75.73994
"Tim Hortons - 933, boul. Maloney Est (DT)",933  boul. Maloney Est,Gatineau,QC,"J8P 1H8,(819) 669-0939",(819) 669-0939,45.49105,-75.59275
Tim Hortons - Place du Centre,"Place du Centre,200 Promenade du Portage",Gatineau,QC,"J8X 4B7,(819) 772-0303",(819) 772-0303,45.42686,-75.71488
Tim Hortons - Place du Portage,"Place du Portage,11  rue Laurier",Gatineau,QC,"J8X 4A6,(819) 777-7460",(819) 777-7460,45.42476,-75.71399
"Tim Hortons - 405, rue Principale",405  rue Principale,Granby,QC,"J2G 2W9,(450) 375-7337",(450) 375-7337,45.40331,-72.73406
"Tim Hortons - 805, boul. Mgr-Langlois (DT)",805  boul. Mgr-Langlois,Grande-?le,QC,"J6S 4V3,(450) 377-8401",(450) 377-8401,45.26778,-74.14235
"Tim Hortons - 555, 17e Rue",555  17e Rue,Grand-M?re,QC,"G9T 6V5,(819) 533-3323",(819) 533-3323,46.60509,-72.7056
"Tim Hortons - 101, Mont?e Lavigne (DT)",101  Mont?e Lavigne,Hudson,QC,"J0P 1P0,(450) 458-7320",(450) 458-7320,45.46082,-74.22685
"Tim Hortons - 22, Place du Commerce (DT)",22  Place du Commerce,Ile-des-Soeurs,QC,"H3E 1V7,(514) 766-1144",(514) 766-1144,45.46728,-73.53833
"Tim Hortons - 104, boul. Don-Quichotte (DT)",104  boul. Don-Quichotte,Ile-Perrot,QC,"J7V 6L7,(514) 453-6669",(514) 453-6669,45.38793,-73.96176
"Tim Hortons - 75, rue Papineau",75  rue Papineau,Joliette,QC,"J6E 2K5,(450) 752-0888",(450) 752-0888,46.03547,-73.44307
"Tim Hortons - 2390, boul. Ren?-L?vesque (DT)",2390  boul. Ren?-L?vesque,Jonqui?re,QC,"G7S 5Y5,(418) 542-2254",(418) 542-2254,48.41142,-71.21066
"Tim Hortons - 2677, boul. du Royaume (DT)",2677  boul. du Royaume,Jonqui?re,QC,"G7S 4S9,(418) 548-1817",(418) 548-1817,48.40469,-71.16655
"Tim Hortons - 3068, boul. St-Charles",3068  boul. St-Charles,Kirkland,QC,"H9H 3B7,(514) 694-6888",(514) 694-6888,45.45039,-73.85688
"Tim Hortons - 3140, rue Jean-Yves (DT)",3140  rue Jean-Yves,Kirkland,QC,"H9J 2R6,(514) 694-6466",(514) 694-6466,45.44041,-73.88623
"Tim Hortons - 5865, rue des Arpents (DT)",5865  rue des Arpents,L?vis,QC,"G6V 6Y1,(418) 837-4774",(418) 837-4774,46.78711,-71.15579
"Tim Hortons - 77B, route Du Pr?sident-Kennedy (DT)",77B  route Du Pr?sident-Kennedy,L?vis,QC,"G6V 6C8,(418) 835-0061",(418) 835-0061,46.78754,-71.16508
"Tim Hortons - 1000, rue Bagot",1000  rue Bagot,La Baie,QC,"G7B 2N9,(418) 544-2224",(418) 544-2224,48.33836,-70.88183
"Tim Hortons - 5481, boul. Laurier (DT)",5481  boul. Laurier,La Plaine,QC,"H7M 1C3,(450) 477-5736",(450) 477-5736,45.75486,-73.7112
"Tim Hortons - 221, avenue Industrielle (DT)",221  avenue Industrielle,La Pocati?re,QC,"G0R 1Z0,(418) 856-2555",(418) 856-2555,47.36676,-70.05025
"Tim Hortons - 155, boul. Taschereau (DT)",155  boul. Taschereau,La Prairie,QC,"J5R 6G8,(450) 619-0058",(450) 619-0058,45.41738,-73.48798
"Tim Hortons - 222, 2e Rue Est",222  2e Rue Est,La Sarre,QC,"J9Z 2G9,(819) 333-4333",(819) 333-4333,48.80578,-79.20019
"Tim Hortons - 400, Mont?e des Pionniers (DT)",400  Mont?e des Pionniers,Lachenaie,QC,"J6V 1N9,(450) 470-1477",(450) 470-1477,45.71468,-73.512
"Tim Hortons - 10592, ch. De La C?te-de-Liesse (DT)",10592  ch. De La C?te-de-Liesse,Lachine,QC,"H8T 1A4,(514) 636-1124",(514) 636-1124,45.46365,-73.72072
"Tim Hortons - 5, av. St-Pierre (DT)",5  av. St-Pierre,Lachine,QC,"H8R 1N8,(514) 363-3330",(514) 363-3330,45.44145,-73.64636
"Tim Hortons - 484, avenue Bethany (DT)",484  avenue Bethany,Lachute,QC,"J8H 4H5,(450) 562-8063",(450) 562-8063,45.63825,-74.32749
"Tim Hortons - 610, rue Principale (DT)",610  rue Principale,Lachute,QC,"J8H 1Y9,(450) 562-7048",(450) 562-7048,45.65769,-74.33096
"Tim Hortons - 3793, rue Laval (DT)",3793  rue Laval,Lac-Megantic,QC,"G6B 1A6,(819) 582-5123",(819) 582-5123,45.58772,-70.90231
"Tim Hortons - 2001, boul. Labelle",2001  boul. Labelle,Lafontaine,QC,"J7Y 1S2,(450) 431-6411",(450) 431-6411,45.7932,-74.00836
"Tim Hortons - 122, Route 235 (DT)",122  Route 235,L'Ange-Gardien,QC,"J0E 1E0,(450) 293-4774",(450) 293-4774,45.35596,-72.93932
"Tim Hortons - 8080, boul. Champlain",8080  boul. Champlain,Lasalle,QC,"H8P 1B3,(514) 368-2114",(514) 368-2114,45.42726,-73.61162
"Tim Hortons - 8390, boul. Newman (DT)",8390  boul. Newman,LaSalle,QC,"H8N 1X9,(514) 365-7775",(514) 365-7775,45.43246,-73.62979
"Tim Hortons - 8481, boul. Newman",8481  boul. Newman,Lasalle,QC,"H8N 2Y7,(514) 595-6735",(514) 595-6735,45.43095,-73.63395
Tim Hortons - Carrefour Angrignon,"Carrefour Angrignon,7077  boul. Newman",Lasalle,QC,"H8N 1X1,(514) 368-3330",(514) 368-3330,45.44696,-73.61083
